dx,source,ref
mel,synth,data/synthetic/ddpm64_all/mel/mel_00139.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00140.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00141.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00142.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00143.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00144.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00145.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00146.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00147.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00148.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00149.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00150.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00151.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00152.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00153.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00154.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00155.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00156.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00157.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00158.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00159.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00160.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00161.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00162.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00163.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00164.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00165.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00166.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00167.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00168.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00169.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00170.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00171.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00172.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00173.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00174.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00175.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00176.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00177.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00178.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00179.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00180.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00181.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00182.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00183.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00184.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00185.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00186.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00187.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00188.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00189.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00190.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00191.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00192.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00193.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00194.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00195.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00196.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00197.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00198.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00199.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00200.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00201.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00202.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00203.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00204.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00205.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00206.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00207.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00208.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00209.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00210.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00211.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00212.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00213.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00214.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00215.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00216.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00217.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00218.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00219.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00220.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00221.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00222.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00223.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00224.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00225.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00226.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00227.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00228.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00229.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00230.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00231.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00232.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00233.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00234.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00235.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00236.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00237.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00238.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00239.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00240.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00241.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00242.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00243.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00244.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00245.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00246.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00247.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00248.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00249.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00250.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00251.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00252.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00253.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00254.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00255.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00256.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00257.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00258.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00259.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00260.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00261.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00262.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00263.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00264.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00265.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00266.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00267.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00268.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00269.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00270.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00271.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00272.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00273.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00274.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00275.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00276.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00277.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00278.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00279.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00280.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00281.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00282.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00283.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00284.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00285.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00286.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00287.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00288.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00289.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00290.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00291.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00292.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00293.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00294.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00295.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00296.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00297.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00298.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00299.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00300.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00301.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00302.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00303.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00304.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00305.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00306.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00307.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00308.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00309.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00310.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00311.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00312.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00313.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00314.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00315.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00316.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00317.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00318.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00319.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00320.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00321.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00322.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00323.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00324.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00325.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00326.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00327.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00328.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00329.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00330.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00331.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00332.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00333.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00334.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00335.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00336.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00337.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00338.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00339.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00340.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00341.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00342.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00343.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00344.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00345.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00346.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00347.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00348.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00349.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00350.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00351.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00352.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00353.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00354.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00355.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00356.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00357.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00358.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00359.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00360.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00361.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00362.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00363.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00364.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00365.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00366.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00367.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00368.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00369.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00370.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00371.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00372.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00373.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00374.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00375.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00376.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00377.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00378.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00379.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00380.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00381.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00382.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00383.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00384.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00385.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00386.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00387.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00388.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00389.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00390.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00391.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00392.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00393.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00394.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00395.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00396.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00397.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00398.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00399.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00400.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00401.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00402.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00403.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00404.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00405.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00406.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00407.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00408.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00409.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00410.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00411.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00412.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00413.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00414.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00415.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00416.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00417.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00418.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00419.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00420.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00421.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00422.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00423.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00424.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00425.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00426.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00427.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00428.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00429.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00430.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00431.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00432.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00433.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00434.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00435.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00436.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00437.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00438.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00439.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00440.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00441.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00442.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00443.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00444.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00445.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00446.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00447.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00448.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00449.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00450.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00451.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00452.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00453.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00454.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00455.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00456.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00457.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00458.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00459.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00460.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00461.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00462.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00463.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00464.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00465.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00466.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00467.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00468.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00469.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00470.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00471.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00472.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00473.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00474.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00475.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00476.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00477.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00478.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00479.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00480.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00481.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00482.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00483.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00484.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00485.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00486.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00487.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00488.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00489.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00490.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00491.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00492.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00493.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00494.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00495.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00496.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00497.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00498.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00499.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00500.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00501.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00502.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00503.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00504.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00505.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00506.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00507.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00508.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00509.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00510.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00511.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00512.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00513.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00514.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00515.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00516.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00517.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00518.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00519.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00520.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00521.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00522.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00523.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00524.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00525.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00526.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00527.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00528.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00529.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00530.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00531.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00532.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00533.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00534.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00535.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00536.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00537.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00538.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00539.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00540.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00541.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00542.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00543.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00544.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00545.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00546.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00547.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00548.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00549.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00550.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00551.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00552.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00553.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00554.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00555.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00556.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00557.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00558.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00559.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00560.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00561.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00562.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00563.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00564.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00565.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00566.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00567.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00568.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00569.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00570.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00571.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00572.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00573.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00574.png
mel,synth,data/synthetic/ddpm64_all/mel/mel_00575.png
